text, user_id, len
Славко рад быть в Киеве, ему не терпится встретиться с другими участниками, с которыми он познакомился во время вечеринок. А вы ждете его репетицию? Что ожидаете увидеть?,-16785619,33
Первая репетиция Албании!,-16785619,3
Закулисье с Линдитой (Албания)

— Я долетела благополучно, я очень рада здесь быть. Я надеюсь, что наша репетиция сегодня пройдет хорошо. И мне не терпится увидеть выступления других участников тоже. Я готова веселиться!

— Мы работали очень усердно, чтобы наше выступление было достойным. Пока что все отлично, надеюсь, что на сцене все будет звучать так же хорошо. Все, что я могу сказать, — я буду в белом. Я считаю, что это очень спокойный цвет, он придает элегантности и стиля. И я решила, что для своей баллады я надену что-то стильное, что будет также символизировать любовь, мир и единство. 

— Моя песня о равенстве всех людей. Слоган этого конкурса "Уважайте многообразие" предполагает то, что мы должны любить друг друга такими, какие мы есть, не пытаясь изменить ничего в другом человеке. У каждого из нас своя национальность, религия, раса, так что мы должны любить и принимать друг друга.,-16785619,142
Isaiah (Австралия),-16785619,2
Бельгийская участница Бланш хочет поскорее увидеть сцену Евровидения!

"Я так счастлива быть здесь, я в первый раз в Украине", — говорит исполнительница. Бланш хочет хорошо провести время и планирует посетить Одессу в ближайшие дни.,-16785619,33
"Нужно было многое учесть: новую сцену, работу камер. Но я думаю, что все прошло хорошо", — рассказывает Робин о своей первой репетиции. Вторая репетиция Швеции состоится в четверг, а 9 мая исполнитель откроет первый полуфинал. Цель Робина — выйти в финал и попасть в топ-5!,-16785619,43
Первая репетиция Грузии!,-16785619,3
Тамара из Грузии полна сюрпризов: певица не желает раскрывать секретов номера и говорить о своем костюме, но намерена побеждать!,-16785619,19
Закулисье с Робином

— Мы прибыли сюда вчера и, я думаю, мы готовы к первой репетиции. 

— Что Вы ожидаете от сегодняшнего дня?
— Я просто надеюсь, что все будет работать как положено: камеры, беговые дорожки. Я не знаю, чего ожидать, мы еще не видели саму арену, еще во многом предстоит разобраться. Пока что все выглядит очень хорошо!

— Хм, как бы я описал свой номер... Я думаю, это крутое выступление, нечто, чего мы еще не видели на Евровидении. Мы начинаем номер за кулисами... И беговые дорожки — это нечто достаточно запоминающееся, я думаю. И все это удачно сочетается с песней. Да, я считаю, все это выглядит круто. И я рад, что мои танцоры со мной. Это что-то новое на Евровидении, и это здорово!,-16785619,119
Тамара Гачечиладзе (Грузия),-16785619,3
Первая репетиция Швеции!,-16785619,3
Секрет успеха Линдиты Халими из Албании в усердной работе!

Линдита по прибытии в арену настроена очень оптимистично: "Мы очень усердно работали, чтобы сделать наше выступление достойным. И сейчас всё просто великолепно". Певица рада впервые побывать в Украине и ей не терпится познакомиться со всеми остальными участниками.,-16785619,46
Robin Bengtsson (Швеция),-16785619,3
Исайе из Австралии не терпится начать свою репетицию!

Исайя благополучно долетел из Австралии в Украину и сейчас готов к репетициям на сцене Евровидения: "У нас замечательная команда, мы все очень взволнованы, поддерживаем друг друга и готовы повеселиться!",-16785619,37
Тамара Гачичеладзе (Грузия): "Я здесь ради победы!"

Участница исполнит свою песню "Keep The Faith". За кулисами певица была в хорошем настроении: "Я так взволнована и счастлива быть здесь. Я во второй раз в Украине!",-16785619,34
Робин Бенгтссон (Швеция) готовится к первой репетиции: "У меня была возможность прорепетировать свой номер лишь один раз с тех пор, как я победил на  Мелодифестивалене. Надеюсь, что все вспомню!",-16785619,29
В Твиттере были разработаны emoji эксклюзивно для Евровидения! 

С сегодняшнего дня при отправки хэштегов #eurovision и #ESC2017 в твите появится сердце, которое уже с давних пор является символом конкурса. 

В день открытия конкурса и красной ковровой дорожки, 7 мая, при отправки хэштега  со слоганом предстоящего конкурса #CelebrateDiversity в твите появится логотип Евровидения 2017. 

А во время самих шоу вы можете рассказать всем, кому бы вы отдали высший балл! Отправьте хэштег #12points или #douzepoints и увидите главный приз Евровидения.,-16785619,78
Добро пожаловать в Киев!
Первые фотографии арены и пресс-центра.,-16785619,9
Манель Наварро из Испании описал бы свою песню как "крутую, свежую и веселую", как гимн любви. Исполнитель хотел бы спеть дуэтом с Люси Джоунс, которая представляет Великобританию в этом году, так как ему нравится ее голос и музыка. 

Манель уже побывал в Киеве в этом году, ему понравилась еда и дружелюбный народ. Певец может сказать только хорошее об этом городе, и ему не терпится снова приехать в Украину.,-16785619,68
Украина приглашает всех на Евровидение 2017!
Конкурс состоится 9, 11 и 13 мая.,-16785619,13
Интервью с Франческо Габбани (Италия)

— Моя песня о том, как жители Запада подражают жителям Востока в попытке достижения душевной гармонии. Но в конце концов мы понимаем, что мы всего лишь "голые обезьяны", как говорит Десмонд Моррис. 

— То, что я являюсь фаворитом, не оказывает на меня особого давления. На самом деле я очень рад, это дает мне еще больше сил для конкурса. 

— Если я одержу победу, то я точно позвоню первому человеку, которому позвонил после Санремо, — маме!

— После Евровидения я планирую продолжать продвигать свой новый альбом Magellano, который будет выпущен в конце апреля не только в Италии, но и по всей Европе. Кроме того, я начну свой гастрольный тур. Конечно, он стартует в городах Италии, но потом я бы хотел дать концерты и в других странах Европы! 

— Идея с гориллой на сцене была направлена на создание визуальной отсылки к концепции Десмонда Морриса, о которой поется в самой песне, и это важно. Танец я придумал сам. Я подумал, что хореография должна быть очень простой, чтобы каждый смог ее повторить.,-16785619,167
"Всегда следуй за мечтой, всегда слушай своё сердце" — таков девиз швейцарской группы Timebelle, которая исполнит в Киеве свою песню Apollo. Мечта ребят заниматься музыкой и иметь возможность выступить на Евровидении исполнилась, чему они несказанно рады.,-16785619,35
Левина представит Германию с песней Perfect Life. Исполнительница до сих пор вспоминает свою победу на национальном отборе, когда она с обеими песнями вышла в суперфинал и не могла поверить, что уже точно едет в Киев. Левина поёт с малых лет, музыка является не только её профессией, но и всей жизнью. Также певица вспоминает Евровидение 2010, когда выиграла её соотечественница Лена, и с нетерпением ждёт момента, когда сама выступит на сцене Евровидения.,-16785619,71
Сербская участница Тияна Богичевич принимает участие в конкурсе уже не в первый раз. В 2011 году она выступала на Евровидении в качестве бэк-вокалистки в номере Нины. Тияна поёт уже с давних пор, даже не может припомнить, когда захотела стать певицей. 

Исполнительца считает свою конкурсную композицию типичной песней о любви, о всем, через что проходит каждая женщина. Если была бы возможность, Тияна спела бы в дуэте с Уитни Хьюстон, Майклом Джексоном, Тиной Тернер.,-16785619,72
Участники конкурса уже отправляются в Киев. Что же берет с собой чешская участница?,-16785619,13
Уже завтра стартуют репетиции Евровидения 2017!,-16785619,6
Евровидение во второй раз будет транслироваться в США!

"Logo" будет транслировать финал конкурса, который состоится 13 мая. Исполнительный супервайзер Евровидения Йон Ола Санд рад, что фанаты конкурса в США смогут присоединиться к европейской публике уже второй год подряд.,-16785619,38
Участникам Евровидения задали несколько вопросов. А как бы на них ответили Вы?

Кто самый красивый участник этого года?
Кто самая красивая участница этого года?
Кто из участников настоящая дива?
Кто из участников лучше всех умеет веселиться?,-16785619,36
Интервью с участником из Швеции

— "I Can't Go On" не посвящена конкретному человеку. Я бы сказал, это просто игривая песня для флирта, которую мне нравится петь, но я не думаю ни о чем конкретном, когда пою её, честно говоря. 
 
— У Вас такая непростая хореография. У кого появилась такая идея и кто помогал Вам её ставить? 
 
— Сайен, он работал со многими шведскими артистами, он профессиональный танцор. У него появилась идея использовать беговые дорожки, а я предложил идею начать своё выступление за кулисами. В итоге мы их соединили, и вот что получилось. Он также много помогал мне с танцевальными движениями. 
 
— Кто-нибудь из артистов давал Вам советы? 
 
— Робин, который является одним из авторов моей песни. Мы с ним хорошие друзья. Когда он представлял Швецию на Евровидении, это был год после участия Лорин, конкурс проходил в Швеции, так что я думаю это не совсем одно и то же. Однако я думаю, что во всяком случае я хорошо подготовлен к конкурсу. 
 
— Если Вы победите, кому Вы сначала позвоните? 
 
— Я не знаю, думаю, что мне не придётся звонить никому, так как многие мои знакомые будут со мной в зале в этот момент. Думаю, что наоборот больше будут мне звонить.,-16785619,193
Некоторым участникам этого года были заданы вопросы для того, чтобы узнать, насколько хорошо они разбираются в конкурсе!,-16785619,17
#OGAE_voting@eurovisionsongcontest: ОГАЕ клубы из Андорры, Греции, Сербии, Великобритании, Бельгии, Б.Ю.Р. Македонии и Израиля опубликовали свое голосование! #Andorra #Greece #Serbia #UnitedKingdom #Belgium #FYRMacedonia #Israel #Eurovision #CelebrateDiversity,-16785619,25
#Eurovision_duel@eurovisionsongcontest: Сегодня в нашем сообществе подошла к концу ежегодная рубрика дуэлей, в которой мы сравнивали 2 песни от определенной страны, начиная с 15 марта. В этом году мы выбирали между песнями 42 стран.
 
Со счетом 22:20 побеждает 2016 год! Отрыв незначительный, а значит в этом году песни ничуть не хуже предыдущего! Возможно, после конкурса в Киеве мы посмотрим на песни по-новому!

#Eurovision #ComeTogether #CelebrateDiversity,-16785619,64
#Eurovision_duel@eurovisionsongcontest #Ukraine 
2016 - 22 : 20 - 2017 
 
Песней-победительницей в дуэли Украины становится '1944'! #Eurovision #CelebrateDiversity,-16785619,14
Премьера клипа представителей Румынии!,-16785619,4
#Eurovision_duel@eurovisionsongcontest: По традиции каждый сезон дуэлей завершает страна-хозяйка конкурса. В этом году Европу будет принимать у себя Украина! Остаются считанные дни до момента приезда первых делегаций на музыкальный праздник в Киев! Мы все ждем этого события и надеемся, что Украина и Киев подарят нам огромное количество положительных эмоций и три великолепных шоу!

А пока давайте сделаем выбор: 1944 или Time? Jamala или O. TORVALD? #Ukraine #Eurovision #CelebrateDiversity,-16785619,67
#Eurovision_duel@eurovisionsongcontest #France 
2016 - 21 : 20 - 2017 
 
Во французской дуэли победу одерживает конкурсная песня 2016 года - 'J'ai Cherché'! #Eurovision #CelebrateDiversity,-16785619,19
#OGAE_voting@eurovisionsongcontest: Фанаты из Исландии, Албании и Италии опредилилсь с фаворитами! #Iceland #Albania #Italy #Eurovision #CelebrateDiversity,-16785619,15
#Eurovision_duel@eurovisionsongcontest: Чья песня вам нравится больше? Amir'a или Alma? Время сделать выбор! #France #Eurovision #CelebrateDiversity,-16785619,15
#Eurovision_duel@eurovisionsongcontest #Germany 
2016 - 20 : 20 - 2017 
 
По мнению большинства участников нашего сообщества в дуэли Германии победительницей становится Jamie-Lee Kriewitz с песней 'Ghost'. #Eurovision #CelebrateDiversity,-16785619,24
#OGAE_voting@eurovisionsongcontest: ОГАЕ Ирландии, Эстонии, Азербайджана и Германии представили свои десятки лидеров! #Ireland #Estonia #Azerbaijan #Germany #Eurovision #CelebrateDiversity,-16785619,17
#Eurovision_duel@eurovisionsongcontest: Стартует дуэль между песнями Германии! Ghost или Perfect Life? #Germany #Eurovision #CelebrateDiversity,-16785619,13
#Eurovision_duel@eurovisionsongcontest #Armenia 
2016 - 19 : 20 - 2017 
 
Песней-победительницей в дуэли Армении становится 'LoveWave'! #Eurovision #CelebrateDiversity,-16785619,14
#OGAE_voting@eurovisionsongcontest: Еще 3 OGAE-клуба проголосовали! Встречайте голосование от фанатов из Португалии, Норвегии и Остального мира! #Portugal #Norway #RestoftheWorld #Eurovision #CelebrateDiversity,-16785619,20
Заявка какой северной страны в этом году вам нравится больше всего?,-16785619,11
Участник из Австралии ответил на 10 вопросов: 

1. Зима или лето? — Зима.
2. Отдых на пляже или в городе? — На пляже.
3. Любимое  блюдо? — Пицца.
4. Есть домашние питомцы? — У меня есть немного рыбок и собака.
5. Ветродуй или фейерверки? — Фейерверки.
6. Утро или ночь? — Ночь.
7. Что больше всего нравится в Австралии? — Народ.
8. Любимый фильм? — Что угодно из Диснея. 
9. Куда нравится ездить отдыхать? — Америка.
10. Веджимайт (густая паста тёмно-коричневого цвета на основе дрожжевого экстракта, национальное блюдо Австралии). Да или нет? — Да.,-16785619,84
В каком другом жанре участники Евровидения исполнили бы свои конкурсные песни?,-16785619,11
Валентина Монетта в четвёртый раз представляет Сан-Марино на Евровидении, в этот раз она споет в дуэте с Джимми Уилсоном. Среди любимых песен конкурса артисты называют заявку Италии 1975 года и "Euphoria" в исполнении Loreen. Валентина владеет итальянским и английским, а Джимми английским и немецким языком. Артисты спели бы в дуэте с такими исполнителями, как Майкл Джексон и Лайонел Ричи. Что Вы думаете о заявке Сан-Марино в этом году? Хотели ли бы Вы видеть Валентину на Евровидении в пятый раз?,-16785619,79
#Eurovision_duel@eurovisionsongcontest: LoveWave или Fly With Me? Какая заявка от Армении вам больше импонирует? #Armenia #Eurovision #CelebrateDiversity,-16785619,16
#Eurovision_duel@eurovisionsongcontest #Poland 
2016 - 18 : 20 - 2017 
 
В польской дуэли победу одерживает конкурсная песня 2016 года - 'Color of Your Life'! #Eurovision #CelebrateDiversity,-16785619,21
#OGAE_voting@eurovisionsongcontest: OGAE Румынии, Мальты и Дании выбрали свою десятку лидеров! #Romania #Malta #Denmark #Eurovision #CelebrateDiversity,-16785619,15
Уже совсем скоро, 30 апреля, стартуют первые репетиции Евровидения 2017 в Киеве! Сам конкурс пройдёт 9, 11 и 13 мая.,-16785619,20
,-16785619,0
Многие участники Евровидения 2017 уже успели послушать песни друг друга. Какую из них они спели бы?,-16785619,16
#Eurovision_duel@eurovisionsongcontest: Чья песня вам нравится больше? Michal Szpak или Kasia Moś? Время сделать выбор! #Poland #Eurovision #CelebrateDiversity,-16785619,17
#Eurovision_duel@eurovisionsongcontest #Bulgaria 
2016 - 17 : 20 - 2017 
 
По мнению большинства участников нашего сообщества в дуэли Болгарии победительницей становится Poli Genova с песней 'If Love Was A Crime'. #Eurovision #CelebrateDiversity,-16785619,28
#OGAE_voting@eurovisionsongcontest: Фанаты из ОГАЕ Кипра и Латвии опубликовали свое голосование! #Cyprus #Latvia #Eurovision #CelebrateDiversity,-16785619,14
#Eurovision_duel@eurovisionsongcontest: Настало время Болгарии: If Love Was A Crime или Beautiful Mess? Делайте выбор! #Bulgaria #Eurovision #CelebrateDiversity,-16785619,17
#Eurovision_duel@eurovisionsongcontest #Norway 
2016 - 16 : 20 - 2017 
 
Песней-победительницей в дуэли Норвегии становится 'Icebreaker'! #Eurovision #CelebrateDiversity,-16785619,14
#Eurovision_duel@eurovisionsongcontest: Стартует дуэль между песнями Норвегии! Icebreaker или Grab The Moment? #Norway #Eurovision #CelebrateDiversity,-16785619,14
#Eurovision_duel@eurovisionsongcontest #Slovenia 
2016 - 15 : 20 - 2017 
 
В словенской дуэли победу одерживает конкурсная песня 2017 года - 'On My Way'! #Eurovision #CelebrateDiversity,-16785619,20
Ведущие отвечают на вопросы фанатов конкурса!,-16785619,6
#OGAE_voting@eurovisionsongcontest: ОГАЕ Литвы и Австралии опредились со своими лидерами! #Lithuania #Australia #Eurovision #CelebrateDiversity,-16785619,13
#Eurovision_duel@eurovisionsongcontest: Blue and Red или On My Way? Какая заявка от Словении вам больше импонирует? #Slovenia #Eurovision #CelebrateDiversity,-16785619,18
#Eurovision_duel@eurovisionsongcontest #SanMarino 
2016 - 15 : 19 - 2017 
 
По мнению большинства участников нашего сообщества в дуэли Сан-Марино победителями становятся Valentina Monetta & Jimmie Wilson с песней 'Spirit Of The Night'. #Eurovision #CelebrateDiversity,-16785619,29
#OGAE_voting@eurovisionsongcontest: ОГАЕ клубы из Нидерландов и Испании присоединяются к голосованию! #theNetherlands #Spain #Eurovision #CelebrateDiversity,-16785619,14
#Eurovision_duel@eurovisionsongcontest: Чья песня вам нравится больше? Serhat'a или Valentina Monetta & Jimmie Wilson? Время сделать выбор! #SanMarino #Eurovision #CelebrateDiversity,-16785619,18
#Eurovision_duel@eurovisionsongcontest #Iceland 
2016 - 15 : 18 - 2017 
 
Песней-победительницей в дуэли Исландии становится 'Hear Them Calling'! #Eurovision #CelebrateDiversity,-16785619,16
#OGAE_voting@eurovisionsongcontest: Опубликованы результаты голосования ОГАЕ клубов Хорватии, Словакии и Армении! #Croatia #Slovakia #Armenia #Eurovision #CelebrateDiversity,-16785619,15
#Eurovision_duel@eurovisionsongcontest: Настало время Исландии: Hear Them Calling или Paper? Делайте выбор! #Iceland #Eurovision #CelebrateDiversity,-16785619,14
#Eurovision_duel@eurovisionsongcontest #Malta 
2016 - 14 : 18 - 2017 
 
В мальтийской дуэли победу одерживает конкурсная песня 2016 года - 'Walk On Water'! #Eurovision #CelebrateDiversity,-16785619,20
#OGAE_voting@eurovisionsongcontest: Венгерский, чешский и швейцарский ОГАЕ-клубы также определились с лидерами! #Hungary #CzechRepublic #Switzerland #Eurovision #CelebrateDiversity,-16785619,15
#OGAE_voting@eurovisionsongcontest: Еще три фан-сообщества выставили свои баллы! #Luxembourg #Finland #Slovenia #Eurovision #CelebrateDiversity,-16785619,12
#OGAE_voting@eurovisionsongcontest: Голосование ОГАЕ клубов идет полным ходом! Фанаты из Франции, Украины и Беларуси уже выбрали свою десятку лидеров! #France #Ukraine #Belarus #Eurovision #CelebrateDiversity,-16785619,23
Чего ожидать от Киева?,-16785619,4
#Eurovision_duel@eurovisionsongcontest: Стартует дуэль между песнями Мальты! Walk on Water или Breathlessly? #Malta #Eurovision #CelebrateDiversity,-16785619,14
#Eurovision_duel@eurovisionsongcontest #Moldova
2016 - 13 : 18 - 2017 
 
По мнению большинства участников нашего сообщества в молдавской дуэли победителями становятся Sunstroke Project с песней 'Hey Mamma'. #Eurovision #CelebrateDiversity,-16785619,25
В своем профильном видео хорватский представитель Jacques Houdek ответил на вопросы поклонников.

— Опишите свою песню тремя словами.
--Гимн, прославляющий жизнь.

— Какие языки Вы знаете?
— Хорватский, английский и немного говорю на немецком.

— Как долго уже Вы поете?
— Сколько себя помню.

— С кем Вы мечтаете спеть дуэтом?
— Я бы хотел спеть со многими артистами, но если надо выбрать одного, то это Мэрайя Кэри.

— Какая у Вас любимая песня на Евровидении?
— О Боже, их так много... Первая, которая приходит на ум, — "Love Shine A Light", еще мне нравится "Molitva" Марии Шерифович, "Euphoria" Лорин, "Hold Me Now" Джонни Логана. 

— О чем Ваша песня?
— Моя песня называется "My Friend" (Мой друг), очевидно, она о дружбе и важности друзей в жизни. Как говорится, друзья — это семья, которую мы выбираем. Эта песня празднует саму жизнь и каждый новый день как возможность сделать что-то хорошее и самосовершенствоваться.,-16785619,139
#Eurovision_duel@eurovisionsongcontest: Falling Stars или Hey Mamma? Какая заявка от Молдовы вам больше импонирует? #Moldova #Eurovision #CelebrateDiversity,-16785619,16
#Eurovision_duel@eurovisionsongcontest #Greece 
2016 - 13 : 17 - 2017 
 
Песней-победительницей в дуэли Греции становится 'This Is Love'! #Eurovision #CelebrateDiversity,-16785619,16
Новости из Киева: все о сцене Евровидения 2017,-16785619,8
Еще одну балладу под названием Dying to Try исполнит в этом году Брендан Мюррей из Ирландии. Когда Брендану было 16 лет, перед ним встал выбор: заниматься спортом или же музыкой, и Брендан выбрал последнее. В конкурсной песне поется о том, что нет никаких гарантий, что все получится и отношения будут идеальными, но всегда стоит попытаться. Когда Брендан услышал песню впервые, он понял, что это то, что надо. Когда песню дали послушать маме певца, она прослезилась, это было хорошим знаком. А нравится ли Вам заявка Ирландии в этом году?,-16785619,88
"Я услышал эту песню и подумал, что она очень красивая, простая, ее легко петь, потому что она мне что-то рассказывает", — говорит Салвадор Собрал, участник от Португалии.

Сестра Салвадора, Луиза, автор конкурсной песни: "Когда мне предложили написать песню, я сразу же подумала о своем брате, потому что мы вместе выросли и я очень хорошо знаю его голос. Я уже писала песни для Салвадора раньше, и это дается мне легко. Эта песня повествует о двух людях, которые раньше были парой, но теперь девушка не любит парня. И лирический герой говорит, что его любовь настолько велика, что он может любить за них обоих".,-16785619,100
Познакомьтесь ближе с Клаудией Фаниелло из солнечной Мальты! Исполнительница представит свою страну с балладой "Breathlessly", которую описывает как "эмоциональную, настоящую и захватывающую дух". Клаудия также рассказывает о том, что с давних пор является поклонницей группы HIM и хотела бы спеть вместе с ними. В блиц-опросе певица предпочла лето зиме, отдых на пляже городу, балладу танцевальным песням (к чему вообще такой вопрос), а из кино или театра Клаудия не выбрала ничего и предпочла езду на автомобиле.,-16785619,75
Йоци Папай — первый цыган на Евровидении, представляющий Венгрию. Песня Origo — это своего рода заявление, а также краткий пересказ жизни самого исполнителя. Йоци сам написал как музыку, так и текст песни, стараясь рассказать в ней о своей боли, трудностях и радостях, о своей любви к Богу и музыке.,-16785619,47
#Eurovision_duel@eurovisionsongcontest: Чья песня вам нравится больше? Argo или Demy? Время сделать выбор! #Greece #Eurovision #CelebrateDiversity,-16785619,15
#Eurovision_duel@eurovisionsongcontest #Denmark 
2016 - 13 : 16 - 2017 
 
В датской дуэли победу одерживает конкурсная песня 2017 года - 'Where I Am'! #Eurovision #CelebrateDiversity,-16785619,20
Первый канал заявляет, что в связи с невозможностью урегулирования ситуации с допуском Юлии Самойловой на территорию Украины, Россия не примет участия и не будет транслировать Евровидение 2017.

Посмотреть трансляцию конкурса россиянам можно будет на YouTube или на вещателе любой другой страны-участницы.,-16785619,41
Песня Свалы из Исландии называется "Paper" (Бумага), в ней поётся о трудностях, которые встречаются на жизненном пути и о их преодолении. Бумага в данном случае выступает в качестве метафоры для чувств. По словам исполнительницы, трудности в жизни заставляют её чувствовать такой же уязвимой и хрупкой, как бумага. Свала очень благодарна за возможность представить свою страну и приглашает всех посетить прекрасную Исландию!,-16785619,61
Познакомьтесь ближе с австралийским участником по имени Isaiah, 17-летним исполнителем, выросшим в маленьком городке. Isaiah уже с давних пор является поклонником Евровидения и очень счастлив представлять свою страну на этом конкурсе. Любимыми еврозаявки певца — песни Кончиты Вурст и Дами Им. Кстати Isaiah никогда раньше не бывал в Европе, желаем ему удачи!,-16785619,51
В прошлом году сцена имела мужской характер, выраженный в четких, прямых линиях и углах, в этом же году организаторы придали сцене женственность, которой соответствуют мягкие, обтекаемые формы.,-16785619,27
#Eurovision_duel@eurovisionsongcontest: Настало время Дании: Soldiers of Love или Where I Am? Делайте выбор! #Denmark #Eurovision #CelebrateDiversity,-16785619,16
#Eurovision_duel@eurovisionsongcontest #Latvia
2016 - 13 : 15 - 2017 
 
По мнению большинства участников нашего сообщества в латвийской дуэли победителем становится Justs с песней 'Heartbeat'. #Eurovision #CelebrateDiversity,-16785619,23
Сооружение сцены Евровидения 2017 идет полным ходом!,-16785619,7
Встречайте Яну Бурческу из Б.Ю.Р. Македонии!,-16785619,6
#Eurovision_duel@eurovisionsongcontest: Стартует дуэль между песнями Латвии! Heartbeat или Line? #Latvia #Eurovision #CelebrateDiversity,-16785619,12
#Eurovision_duel@eurovisionsongcontest #theNetherlands 
2016 - 12 : 15 - 2017 
 
Песней-победительницей в дуэли Нидерландов становится 'Slow Down'! #Eurovision #CelebrateDiversity,-16785619,15
ЭСТОНИЯ: Koit Toome & Laura (Койт Тоомэ и Лаура) — одни из знаменитейших поп артистов в Эстонии, вернувшиеся на Евровидение. Койт представлял Эстонию в 1998 году в то время, как Лаура выступала в 2005 в Киеве, как часть состава группы Suntribe. Песня этого года имеет название "Verona" и описана, как современная интерпретация сюжета Ромео и Джульетты. 

Автором песни является Sven Lõhmus (Свен Лыхмус), чья поездка в Верону вдохновила на написание данной песни. Ему уже приходилось работать с Койтом и Лаурой, но впервые артисты выступают дуэтом.

В 1998 Койт занял 12-ое место с песней "Merelapsed". С тех пор он выпустил 5 альбомов, одержал победу в эстонском варианте шоу Танцы со Звёздами. А также за последние годы Койт смог насладиться удачей в мире музыкального театра.

Слава пришла к Лауре в 2005 году, когда она выступала в составе группы Suntribe в Киеве. После этого она не мало раз принимала участие в отборе Эстонии: 2007 год с песней "Sunflowers", 2009 год с песней "Destiny", а также в прошлом году, заняв 2-ое место, с песней "Supersonic". За свою карьеру Лаура выпустила 3 альбома и немало синглов. На данный момент Лаура является главой Джазового Союза Эстонии.

Лаура и Койт давно мечтали вернуться на Евровидение, и, спустя десятилетие, они наконец-то нашли песню и команду, с которыми мечта воплотилась в реальность.

#ESCparticipants@eurovisionsongcontest,-16785619,212
Ранее на нашем сайте была размещена информация о Российской вечеринке Евровидения, которая должна была состояться 21 апреля. Сообщаем вам, что мероприятие отменено! Таким образом, вечеринка в Испании 15 апреля станет последней среди концертов для фанатов в этом сезоне!,-16785619,38
ИСЛАНДИЯ: Svala (Свала) — певица и композитор, удостоенная многих наград, а также большая знаменитость у себя на родине. Она является дочерью известной поп-звезды по имени Bo Halldorsson. Свала оказала значительное влияние на исландскую музыку как только начала свою карьеру, и сейчас на ее счету уже множество хитов. 
 
В 1999 году Свала подписала контракт с крупнейшим американским лейблом EMI, чего до тех пор еще никто не добивался из исландских артистов. Ее первый сингл The Real Me попал в 30-ку лучших в чарте Billboard в 2001 году в США, что отметило начало карьеры Свалы также как композитора и автора текстов. 
 
